alias_key,alias_display,code,iso_a3,basis,source,confidence,override
msila,Msila,DZA026,DZA,English sources frequently drop the apostrophe and write the province name as 'Msila' rather than the canonical 'M'Sila'.,pretraining,high,False
souk ahras,Souk Ahras,DZA040,DZA,English sources commonly write the province name without the hyphen as 'Souk Ahras' rather than the canonical 'Souk-Ahras'.,pretraining,high,False
el iskandariyah,El Iskandariyah,EGY001,EGY,Arabic romanization of Alexandria used in some international databases.,pretraining,medium,False
assyut,Assyut,EGY002,EGY,Another common English spelling variant of this Upper Egypt governorate.,pretraining,medium,False
asyut,Asyut,EGY002,EGY,Common alternative romanization of the governorate also spelled Assiut or Asyut in English sources.,pretraining,high,False
asswan,Asswan,EGY003,EGY,Older English spelling of Aswan still found in historical and some modern texts.,pretraining,medium,False
al buhayrah,Al Buhayrah,EGY004,EGY,Standard Arabic romanization used in UN and government documents for this Nile Delta governorate.,pretraining,medium,False
beheira,Beheira,EGY004,EGY,Very common alternative English romanization of the governorate also spelled Behera.,pretraining,high,False
beni sweif,Beni Sweif,EGY005,EGY,Alternative English spelling of Beni Suef governorate found in many sources.,pretraining,medium,False
ad daqahliyah,Ad Daqahliyah,EGY007,EGY,UN-style Arabic romanization for the Dakahlia governorate.,pretraining,medium,False
daqahliyya,Daqahliyya,EGY007,EGY,Alternative Arabic romanization of the Dakahlia governorate used in academic sources.,pretraining,medium,False
faiyum,Faiyum,EGY009,EGY,"Common English alternative spelling of Fayoum governorate, also spelled Faiyum or Fayyum.",pretraining,high,False
fayyum,Fayyum,EGY009,EGY,Another widely used English romanization of Fayoum governorate.,pretraining,high,False
al gharbiyah,Al Gharbiyah,EGY010,EGY,UN-style Arabic romanization for the Gharbia governorate.,pretraining,medium,False
gharbiyya,Gharbiyya,EGY010,EGY,Alternative Arabic romanization of Gharbia governorate used in academic and UN sources.,pretraining,medium,False
kafr ash-shaykh,Kafr ash-Shaykh,EGY013,EGY,Arabic romanization of the governorate used in UN and government databases.,pretraining,medium,False
kafr el-sheikh,Kafr el-Sheikh,EGY013,EGY,"Common alternative English spelling of Kafr El-Shikh governorate, widely used in English-language sources.",pretraining,high,False
qaliubiya,Qaliubiya,EGY014,EGY,Another common English romanization variant of the Kalyoubia governorate.,pretraining,high,False
qalyubia,Qalyubia,EGY014,EGY,Very common alternative English romanization of Kalyoubia governorate.,pretraining,high,False
luxor governorate,Luxor Governorate,EGY015,EGY,"Full formal English name of the Luxor administrative division, which became Egypt's newest governorate in 2009.",pretraining,medium,False
matruh,Matruh,EGY016,EGY,Common alternative English spelling of Matrouh governorate on the Mediterranean coast.,pretraining,high,False
mersa matruh,Mersa Matruh,EGY016,EGY,Name sometimes used for the governorate referencing its capital city Mersa Matruh.,pretraining,medium,False
al minya,Al Minya,EGY017,EGY,Full Arabic-romanized name for the Menia (Minya) governorate used in UN and government documents.,pretraining,high,False
minya,Minya,EGY017,EGY,"Most common English spelling of Menia governorate, widely used in English-language sources.",pretraining,high,False
menofia,Menofia,EGY018,EGY,Another common English romanization variant of the Menoufia governorate.,pretraining,medium,False
monufia,Monufia,EGY018,EGY,Common English alternative spelling of Menoufia governorate in the Nile Delta.,pretraining,high,False
el wadi el gedid,El Wadi El Gedid,EGY019,EGY,Egyptian Arabic romanization of New Valley governorate used in some official Egyptian sources.,pretraining,medium,False
wadi al-jadid,Wadi al-Jadid,EGY019,EGY,Arabic name (meaning New Valley) used in UN and government documents for the New Valley governorate.,pretraining,high,False
north sinai governorate,North Sinai Governorate,EGY020,EGY,Full formal English name used in official documents for the North Sinai administrative division.,pretraining,medium,False
shamal sina,Shamal Sina,EGY020,EGY,Arabic romanization of North Sinai governorate used in UN and regional databases.,pretraining,medium,False
qina,Qina,EGY022,EGY,"Alternative romanization of the Arabic name for this Upper Egypt governorate, sometimes spelled Qina in English sources.",pretraining,medium,False
al sharqiyya,Al Sharqiyya,EGY024,EGY,"More formal English transliteration of the Arabic name for this governorate, used in some official and academic contexts.",pretraining,medium,False
sharkia,Sharkia,EGY024,EGY,"Common alternative English romanization of the same governorate, widely used in English-language sources alongside Sharqia.",pretraining,high,False
sharqia,Sharqia,EGY024,EGY,The WB canonical name 'Shrkia' is an abbreviated romanization; 'Sharqia' (also Sharkia or Al Sharqiyya) is the more widely used English spelling of this Nile Delta governorate.,pretraining,high,False
sohag,Sohag,EGY027,EGY,The most common English spelling of this Upper Egypt governorate; WB uses 'Suhag' but 'Sohag' appears more frequently in English-language sources including official Egyptian usage.,pretraining,high,False
southern red sea,Southern Red Sea,ERI004,ERI,Debubawi Keih Bahri means 'Southern Red Sea' in Tigrinya; the English translation is commonly used in official and international sources.,pretraining,high,False
northern red sea,Northern Red Sea,ERI007,ERI,Semenawi Keih Bahri means 'Northern Red Sea' in Tigrinya; the English translation is commonly used in official and international sources.,pretraining,high,False
andalusia,Andalusia,ESP002,ESP,"Standard English exonym for the Spanish region Andalucía, widely used in English-language texts.",pretraining,high,False
castile and leon,Castile and Leon,ESP006,ESP,"Standard English translation of Castilla y León, the largest autonomous community of Spain.",pretraining,high,False
castile-leon,Castile-Leon,ESP006,ESP,Common hyphenated English short form of Castile and León used in many English sources.,pretraining,high,False
castile-la mancha,Castile-La Mancha,ESP007,ESP,"English rendering of Castilla-La Mancha, partially translating Castilla to Castile.",pretraining,high,False
catalonia,Catalonia,ESP008,ESP,Standard English exonym for the autonomous community known in Spanish as Cataluña and in Catalan as Catalunya.,pretraining,high,False
community of madrid,Community of Madrid,ESP011,ESP,"English translation of Comunidad de Madrid, the autonomous community surrounding Spain's capital.",pretraining,high,False
foral community of navarre,Foral Community of Navarre,ESP012,ESP,Full English translation of the official name Comunidad Foral de Navarra.,pretraining,medium,False
navarra,Navarra,ESP012,ESP,The Spanish/Basque name used widely in English-language sources as an alternative to the exonym Navarre.,pretraining,high,False
navarre,Navarre,ESP012,ESP,Standard English exonym for the Foral Community of Navarra (Comunidad Foral de Navarra).,pretraining,high,False
valencia,Valencia,ESP013,ESP,Common shortened English name for the Comunitat Valenciana autonomous community.,pretraining,high,False
valencian community,Valencian Community,ESP013,ESP,"Standard English translation of Comunitat Valenciana, used widely in English sources.",pretraining,high,False
basque country,Basque Country,ESP018,ESP,"Standard English exonym for País Vasco/Euskadi, the autonomous community of the Basque people in northern Spain.",pretraining,high,False
asturias,Asturias,ESP019,ESP,"Common shortened English reference to the Principado de Asturias, dropping the Principado de prefix.",pretraining,high,False
principality of asturias,Principality of Asturias,ESP019,ESP,"English translation of Principado de Asturias, the full official name of the autonomous community.",pretraining,high,False
region of murcia,Region of Murcia,ESP020,ESP,"English translation of Región de Murcia, the official name of this autonomous community.",pretraining,high,False
harju county,Harju County,EST002,EST,"Estonian 'maakond' means 'county' in English, and 'Harju County' is the standard English exonym used in official and international contexts.",pretraining,high,False
ida-viru county,Ida-Viru County,EST004,EST,"Estonian 'maakond' means 'county' in English, and 'Ida-Viru County' is the standard English exonym.",pretraining,high,False
jarva county,Järva County,EST005,EST,"Estonian 'maakond' means 'county' in English, and 'Järva County' is the standard English exonym.",pretraining,high,False
jogeva county,Jõgeva County,EST006,EST,"Estonian 'maakond' means 'county' in English, and 'Jõgeva County' is the standard English exonym.",pretraining,high,False
laane county,Lääne County,EST007,EST,"Estonian 'maakond' means 'county' in English, and 'Lääne County' is the standard English exonym.",pretraining,high,False
west county,West County,EST007,EST,"'Lääne' means 'west' in Estonian, so 'West County' is a direct English translation used in some international sources.",pretraining,medium,False
laane-viru county,Lääne-Viru County,EST008,EST,"Estonian 'maakond' means 'county' in English, and 'Lääne-Viru County' is the standard English exonym.",pretraining,high,False
parnu county,Pärnu County,EST009,EST,"Estonian 'maakond' means 'county' in English, and 'Pärnu County' is the standard English exonym.",pretraining,high,False
polva county,Põlva County,EST010,EST,"Estonian 'maakond' means 'county' in English, and 'Põlva County' is the standard English exonym.",pretraining,high,False
