code_a,name_a,iso_a,code_b,name_b,iso_b,water_type,water_body,has_bridge,adds_edge,border_km,adjudication,verification_tier,source
GHA004,Eastern,GHA,GHA016,Oti,GHA,lake,Lake Volta,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
COD029,Sud-Ubangi,COD,CAF001,Bas-Oubangui,CAF,river,Uele,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
AUT003,Niederosterreich,AUT,SVK007,Trnava,SVK,river,Morava,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (1144; bridge; yes); crossings: bridge; yes
AFG004,Balkh,AFG,UZB012,Surkhandarya,UZB,river,Amu Darya,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Hayraton Do'stlik ko'prigi; پل دوستی افغانستان و ازبکستان); crossings: Hayraton Do'stlik ko'prigi; پل دوستی افغانستان و ازبکستان
COD007,Kinshasa,COD,COG002,Brazzaville,COG,river,Congo,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
JOR004,Balqa,JOR,PSE015,Tubas,PSE,river,Jordan,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
MRT003,Brakna,MRT,SEN015,Saint Louis,SEN,river,Sénégal,False,False,,cross-vendor,C,verified:no-open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes); GPT-5.6 Sol adversarial recheck no
CHE016,Sankt Gallen,CHE,DEU001,Baden-Wuerttemberg,DEU,lake,Bodensee,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
CHE005,Basel-stadt,CHE,FRA002,Alsace,FRA,river,Rhin,False,False,,cross-vendor,C,verified:no-open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (A27; A28; D 607; Schlachthofstrasse; yes); GPT-5.6 Sol adversarial recheck no
UGA027,Buyende,UGA,UGA039,Kaberamaido,UGA,lake,Lake Kyoga,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
CHE016,Sankt Gallen,CHE,LIE007,Schaan,LIE,river,Rhein,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (A13; Energiebrücke; Rheinstrasse; Zollstrasse; bridge); crossings: Energiebrücke; Rheinstrasse; Zollstrasse; bridge; yes
BIH002,Republika Srpska,BIH,SRB008,Macvanski,SRB,river,Drina; Sava,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (26; 27; M-14.1; M-I 110; M-II 504); crossings: Most Aleksandra I Karađorđevića; Most Bratoljub; Most Ljubovija-Bratunac; yes; Дринска
CHE016,Sankt Gallen,CHE,LIE009,Triesen,LIE,river,Rhein,False,False,,cross-vendor,C,recheck2:False:no bridge at this unit (Triesen); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Rheinweg); GPT-5.6 Sol adversarial recheck no
IND005,Bihar,IND,NPL002,Gandaki,NPL,river,Gandak,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Gandak Barrage); crossings: Gandak Barrage
BGR018,Silistra,BGR,ROU020,Giurgiu,ROU,river,Danube,False,False,,cross-vendor,C,recheck2:geometry-overruled:keep False: Friendship Bridge is Ruse not Silistra (32km); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
CHE016,Sankt Gallen,CHE,LIE002,Eschen,LIE,river,Rhein,False,False,,cross-vendor,C,recheck2:False:no bridge at this unit (Eschen inland); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Eschner Strasse; Rheinbrücke Haag-Bendern; yes); GPT-5.6 Sol adversarial recheck no
AUT008,Vorarlberg,AUT,DEU001,Baden-Wuerttemberg,DEU,lake,Bodensee,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
MDA019,Glodeni,MDA,ROU025,Iaşi,ROU,river,Prut,False,False,,cross-vendor,C,verified:no-open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
MMR006,Kayin,MMR,THA022,Mae Hong Son,THA,river,Salween,False,False,,cross-vendor,C,verified:no-open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
ARG008,Entre Rios,ARG,URY011,Paysandu,URY,river,Uruguay,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Puente Internacional General Artigas); crossings: Puente Internacional General Artigas
BEN001,Alibori,BEN,NER003,Dosso,NER,river,Niger,True,False,,cross-vendor,C,recheck2:physical-link-border-closed:border closed (2023 coup); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Ancien Pont Gaya-Malanville; yes); crossings: Ancien Pont Gaya-Malanville; yes
HRV010,Osijek-baranja,HRV,SRB024,Zapadno-backi,SRB,river,Danube; Ferenc Csatorna; Mur,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (17; Batinski most; Batinski most / Мост 51. дивизије; D213; ); crossings: Batinski most; Batinski most / Мост 51. дивизије; Most Erdut - Bogojevo; Vukovar-B.n. – Erdut – DG; yes
ARG007,Corrientes,ARG,PRY012,Itapua,PRY,river,Paraná; Yacyreta Reservoir,False,False,,cross-vendor,C,verified:no-open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Ruta Departamental D022); GPT-5.6 Sol adversarial recheck no
CIV037,Zanzan,CIV,GHA017,Savannah,GHA,river,Mouhoun,True,False,,cross-vendor,C,"recheck2:False:under-construction (Black Volta); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Pont de Vonkoro); GPT-5.6 Sol adversarial recheck yes (Pont de Vonkoro), 0 m from the shared arc; maintainer map ruling 2026-09-16: flip accepted (False -> True); crossings: Pont de Vonkoro"
MDA036,Ungheni,MDA,ROU025,Iaşi,ROU,river,Prut,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (600; Calea combinată (1520/1435 mm); Podul Eiffel; Podul Scu); crossings: 600; Calea combinată (1520/1435 mm); Podul Eiffel; Podul Sculeni - Sculeni; R16-frontiera cu România
CHN018,Liaoning Sheng,CHN,PRK008,P'yongan-bukto,PRK,river,Yalu; Supung Reservoir,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes; 上河口铁路桥; 中朝友谊桥 조중친선다리; 中朝鸭绿江大桥 조중압록강다리; 丹东线); crossings: yes; 上河口铁路桥; 中朝友谊桥 조중친선다리; 中朝鸭绿江大桥 조중압록강다리; 丹东线
BRA020,Parana,BRA,PRY002,Alto Parana,PRY,river,Paraná; Itaipu Reservoir,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Ponte da Amizade; Ponte da Integração; Puente de la Amistad;); crossings: Ponte da Amizade; Ponte da Integração; Puente de la Amistad; Puente de la Integración
ARG008,Entre Rios,ARG,URY015,Salto,URY,river,Uruguay; Salto Grande Reservoir,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Ruta Nacional A015 Miguel Huarte; yes); crossings: Ruta Nacional A015 Miguel Huarte; yes
AGO012,Lunda Norte,AGO,COD024,Lualaba,COD,river,Kasai,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
LAO011,Saravan,LAO,THA071,Ubon Ratchathani,THA,river,Mekong,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
ARG004,Chaco,ARG,PRY014,Neembucu,PRY,river,Bermejo; Paraná,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
ARM003,Armavir,ARM,TUR038,Igdir,TUR,river,Aras,True,False,,cross-vendor,C,recheck2:physical-link-border-closed:border closed since 1993; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Iğdır - Alican Sınır Kapısı Yolu; yes; Մ-3); crossings: Iğdır - Alican Sınır Kapısı Yolu; yes
LAO013,Vientiane,LAO,THA020,Loei,THA,river,Lancang; Mekong,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
MOZXXX,Area under National Administration,MOZ,MWI002,Northern Region,MWI,lake,Lake Malawi,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
BDI020,Rumonge,BDI,COD011,Sud-Kivu,COD,lake,Lake Tanganyika,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
CHE001,Aargau,CHE,DEU001,Baden-Wuerttemberg,DEU,river,Rhin,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (295.4; 4402; 701; 702; A 861); crossings: Alte Rheinbrücke; Fridolinsbrücke; Hochrheinbrücke; Holzbrücke Bad Säckingen; Kraftwerk Ryburg-Schwörstadt
TZA016,Mara,TZA,UGA026,Buvuma,UGA,lake,Lake Victoria,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
KEN008,Homa Bay,KEN,KEN038,Siaya,KEN,lake,Lake Victoria,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
ISR004,Northern,ISR,JOR005,Irbid,JOR,river,Jordan,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (abandoned; former Hejaz railway; yes; גשר אדם; גשר ביילי); crossings: abandoned; former Hejaz railway; yes; גשר אדם; גשר ביילי
CAN009,Ontario,CAN,USA039,Pennsylvania,USA,lake,Lake Erie,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
HRV018,Virovitica-podravina,HRV,HUN015,Somogy,HUN,river,Mur,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (6; D5); crossings: yes
NAM001,Caprivi,NAM,ZMB109,Southern,ZMB,river,Chobe; Zambezi,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Kazungula Bridge; yes); GPT-5.6 Sol adversarial recheck no
NIC016,Río San Juan,NIC,CRI004,Heredia,CRI,river,San Juan,False,False,,cross-vendor,C,verified:no-open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
CZE002,Jihomoravsky,CZE,SVK007,Trnava,SVK,river,Morava,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (002; 126A; 129B; 129C; 332); crossings: boardwalk; yes
PRY004,Boqueron,PRY,ARG017,Salta,ARG,river,Pilcomayo,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Puente Pozo Hondo - Mision La Paz); crossings: Puente Pozo Hondo - Mision La Paz
BIH001,Federacija Bosne I Hercegovine,BIH,HRV019,Vukovar-srijem,HRV,river,Sava,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (D55; M-1.8; Most Županja - Orašje); crossings: Most Županja - Orašje; yes
AZE073,Zangilan,AZE,IRN004,East Azarbayejan,IRN,river,Aras,True,False,,cross-vendor,C,"recheck2:False:under-construction (Aghband-Kalala); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes); GPT-5.6 Sol adversarial recheck yes (Aghband–Kalaleh road bridge), 405 m from the shared arc; maintainer map ruling 2026-09-16: flip accepted (False -> True); crossings: Aghband–Kalaleh road bridge"
AGO012,Lunda Norte,AGO,COD019,Kasaï-Central,COD,river,Kasai,False,False,,cross-vendor,C,"verified:no-open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes); GPT-5.6 Sol adversarial recheck yes (Kasai border road bridge), 16 m from the shared arc; maintainer map ruling 2026-09-16: shipped flag kept"
TZA006,Kagera,TZA,TZA016,Mara,TZA,lake,Lake Victoria,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
NLD002,Flevoland,NLD,NLD004,Gelderland,NLD,lake,IJsselmeer,True,False,,cross-vendor,C,osm; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Nijkerkerbrug; Nijkerkerweg; Veldweg; boardwalk; yes); crossings: Nijkerkerbrug; Nijkerkerweg; Veldweg; boardwalk; yes
ARM008,Syunik,ARM,IRN004,East Azarbayejan,IRN,river,Aras,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes; Երևան-Մեղրի ավտոմայրուղի; Կապան-Մեղրի մայրուղի; جاده خم); crossings: yes; Երևան-Մեղրի ավտոմայրուղի; Կապան-Մեղրի մայրուղի; جاده خمارلو - جلفا
COD017,Ituri,COD,UGA020,Buliisa,UGA,lake,Lake Albert,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
AUT008,Vorarlberg,AUT,CHE016,Sankt Gallen,CHE,river,Rhein,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (7; A1; Hauptstraße; Holzbrücke; L202); crossings: Hauptstraße; Holzbrücke; Lustenauer Bundesstraße; Montlinger Straße; Paul Grüninger Brücke
MDA027,Riscani,MDA,ROU007,Botoşani,ROU,river,Prut,True,False,,cross-vendor,C,"verified:open-bridge; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units; GPT-5.6 Sol adversarial recheck yes (Stânca–Costești dam-top road), 0 m from the shared arc; crossings: (web-verified)"
CIV029,Lacs,CIV,CIV032,Sassandra-Marahoué,CIV,lake,Lac de Kossou,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
ESP002,Andalucía,ESP,PRT009,Faro,PRT,river,Guadiana,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Autovía del Quinto Centenario; Puente Internacional del Guad); crossings: Autovía del Quinto Centenario; Puente Internacional del Guadiana / Ponte Internacional do Guadiana; Via do Infante
CHN011,Heilongjiang Sheng,CHN,RUS014,Chitinskaya Oblast,RUS,river,Heilong Jiang,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
BIH001,Federacija Bosne I Hercegovine,BIH,HRV015,Slavonski Brod-posav,HRV,river,Sava,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Most 5. gardijske brigade Slavonski sokolovi; Most Svilaj); crossings: Most 5. gardijske brigade Slavonski sokolovi; Most Svilaj
BIH002,Republika Srpska,BIH,HRV019,Vukovar-srijem,HRV,river,Sava,True,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (D214; Most Gunja - Brčko; R-460; Vinkovci – Drenovci – DG; y); crossings: Most Gunja - Brčko; Vinkovci – Drenovci – DG; yes; Željeznički most Brčko - Gunja
KEN038,Siaya,KEN,UGA088,Namayingo,UGA,lake,Lake Victoria,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
IRN001,Ardebil,IRN,AZE015,Fuzuli,AZE,river,Aras,False,False,,cross-vendor,C,osm; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
NIC004,Chontales,NIC,NIC006,Granada,NIC,lake,Lago de Nicaragua,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
TZA016,Mara,TZA,UGA088,Namayingo,UGA,lake,Lake Victoria,False,False,,cross-vendor,C,huge-lake/knowledge; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
